0,1
reversed,0.004974758333380474
cleavage4_1,0.03156223281187331
cleavage1_2,0.031970210170315774
cleavage1_1,0.03218642136130075
cleavage2_1,0.032302324112907246
distance,0.03238380863293917
cleavage4_2,0.03256930670417459
cleavage2_2,0.032666202231424024
length1,0.03308216636967355
cleavage3_1,0.033821579116281864
cleavage3_2,0.03495659231185639
binding2_1,0.0359272804046634
seq_8,0.03617584459726814
seq_5,0.036283528030626996
binding1_1,0.036972333441266006
seq_3,0.0370844398443073
seq_7,0.037933583773848
binding2_2,0.039159446959712976
seq_6,0.04105603617984884
seq_4,0.04114614513259227
binding1_2,0.05240476786795903
seq_2,0.07244277620564551
seq_1,0.08646281130147873
seq_9,0.11447540410465575
